"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Czech Republic (CZ)","06.01.2021 02:00 - 06.01.2021 03:00 (CET)","307","3864","255","320","322","28","n/e","n/e","n/e","0","1054","132","65","n/e","3472","53","270","0","24","n/e","14"
"Czech Republic (CZ)","06.01.2021 03:00 - 06.01.2021 04:00 (CET)","309","3825","253","319","326","27","n/e","n/e","n/e","0","1045","137","20","n/e","3471","53","268","0","23","n/e","13"
"Czech Republic (CZ)","06.01.2021 04:00 - 06.01.2021 05:00 (CET)","308","3798","254","320","327","27","n/e","n/e","n/e","0","1035","139","19","n/e","3469","52","266","0","23","n/e","16"
"Czech Republic (CZ)","06.01.2021 05:00 - 06.01.2021 06:00 (CET)","308","3859","256","329","333","28","n/e","n/e","n/e","0","443","137","18","n/e","3468","55","268","0","24","n/e","13"
"Czech Republic (CZ)","06.01.2021 06:00 - 06.01.2021 07:00 (CET)","310","3849","254","560","348","27","n/e","n/e","n/e","105","5","132","68","n/e","3467","83","278","0","24","n/e","12"
"Czech Republic (CZ)","06.01.2021 07:00 - 06.01.2021 08:00 (CET)","311","4328","252","1129","361","27","n/e","n/e","n/e","77","0","129","99","n/e","3470","87","281","2","25","n/e","10"
"Czech Republic (CZ)","06.01.2021 08:00 - 06.01.2021 09:00 (CET)","311","4414","258","1191","384","26","n/e","n/e","n/e","29","0","129","98","n/e","3472","85","279","3","25","n/e","13"
"Czech Republic (CZ)","06.01.2021 09:00 - 06.01.2021 10:00 (CET)","310","4506","266","1188","410","29","n/e","n/e","n/e","0","0","127","114","n/e","3472","87","279","12","25","n/e","13"
"Czech Republic (CZ)","06.01.2021 10:00 - 06.01.2021 11:00 (CET)","312","4504","264","1189","410","28","n/e","n/e","n/e","0","0","127","137","n/e","3476","86","278","29","25","n/e","14"
"Czech Republic (CZ)","06.01.2021 11:00 - 06.01.2021 12:00 (CET)","312","4509","262","1190","401","29","n/e","n/e","n/e","200","0","127","135","n/e","3475","89","280","40","25","n/e","13"
"Czech Republic (CZ)","06.01.2021 12:00 - 06.01.2021 13:00 (CET)","309","4483","257","1189","407","25","n/e","n/e","n/e","614","0","129","124","n/e","3476","89","279","31","25","n/e","17"
"Czech Republic (CZ)","06.01.2021 13:00 - 06.01.2021 14:00 (CET)","309","4414","252","1184","403","24","n/e","n/e","n/e","631","0","128","171","n/e","3477","86","281","20","25","n/e","23"
"Czech Republic (CZ)","06.01.2021 14:00 - 06.01.2021 15:00 (CET)","312","4441","254","1187","404","25","n/e","n/e","n/e","399","0","128","181","n/e","3476","88","283","10","25","n/e","24"
"Czech Republic (CZ)","06.01.2021 15:00 - 06.01.2021 16:00 (CET)","313","4483","256","1189","407","25","n/e","n/e","n/e","475","0","126","241","n/e","3473","91","285","4","25","n/e","20"
"Czech Republic (CZ)","06.01.2021 16:00 - 06.01.2021 17:00 (CET)","314","4461","252","1187","405","25","n/e","n/e","n/e","563","0","125","277","n/e","3476","91","286","2","25","n/e","23"
"Czech Republic (CZ)","06.01.2021 17:00 - 06.01.2021 18:00 (CET)","314","4461","252","1187","404","25","n/e","n/e","n/e","358","0","124","299","n/e","3475","91","286","0","25","n/e","20"
"Czech Republic (CZ)","06.01.2021 18:00 - 06.01.2021 19:00 (CET)","314","4474","254","1187","404","26","n/e","n/e","n/e","239","0","123","312","n/e","3472","88","286","0","25","n/e","19"
"Czech Republic (CZ)","06.01.2021 19:00 - 06.01.2021 20:00 (CET)","314","4487","253","1187","404","25","n/e","n/e","n/e","427","0","124","305","n/e","3471","88","287","0","24","n/e","19"
"Czech Republic (CZ)","06.01.2021 20:00 - 06.01.2021 21:00 (CET)","315","4462","252","1187","399","25","n/e","n/e","n/e","163","0","125","232","n/e","3471","89","285","0","24","n/e","20"
"Czech Republic (CZ)","06.01.2021 21:00 - 06.01.2021 22:00 (CET)","308","4387","249","1176","401","21","n/e","n/e","n/e","0","0","128","139","n/e","3473","83","283","0","24","n/e","19"
"Czech Republic (CZ)","06.01.2021 22:00 - 06.01.2021 23:00 (CET)","308","4330","255","1151","366","25","n/e","n/e","n/e","0","0","131","85","n/e","3474","59","275","0","24","n/e","20"
"Czech Republic (CZ)","06.01.2021 23:00 - 07.01.2021 00:00 (CET)","308","3853","256","1001","356","25","n/e","n/e","n/e","0","309","135","33","n/e","3473","54","272","0","24","n/e","22"
"Czech Republic (CZ)","07.01.2021 00:00 - 07.01.2021 01:00 (CET)","304","3706","274","869","350","23","n/e","n/e","n/e","0","1019","138","21","n/e","3475","51","270","0","24","n/e","26"
"Czech Republic (CZ)","07.01.2021 01:00 - 07.01.2021 02:00 (CET)","305","3843","254","1109","337","25","n/e","n/e","n/e","0","913","137","19","n/e","3473","52","269","0","24","n/e","27"
"Czech Republic (CZ)","07.01.2021 02:00 - 07.01.2021 03:00 (CET)","303","3815","269","1117","350","26","n/e","n/e","n/e","0","1052","137","19","n/e","3472","52","268","0","24","n/e","26"
"Czech Republic (CZ)","07.01.2021 03:00 - 07.01.2021 04:00 (CET)","303","3659","255","1117","332","26","n/e","n/e","n/e","0","1046","137","19","n/e","3475","52","266","0","24","n/e","30"
"Czech Republic (CZ)","07.01.2021 04:00 - 07.01.2021 05:00 (CET)","303","3706","278","1118","351","25","n/e","n/e","n/e","0","1036","138","19","n/e","3477","53","267","0","24","n/e","30"
"Czech Republic (CZ)","07.01.2021 05:00 - 07.01.2021 06:00 (CET)","305","4150","279","1033","364","25","n/e","n/e","n/e","0","985","137","28","n/e","3474","55","268","0","24","n/e","27"
"Czech Republic (CZ)","07.01.2021 06:00 - 07.01.2021 07:00 (CET)","306","4476","271","1182","455","26","n/e","n/e","n/e","0","177","133","110","n/e","3475","83","279","0","24","n/e","31"
"Czech Republic (CZ)","07.01.2021 07:00 - 07.01.2021 08:00 (CET)","306","4561","254","1087","513","26","n/e","n/e","n/e","17","0","131","140","n/e","3476","90","280","2","24","n/e","30"
"Czech Republic (CZ)","07.01.2021 08:00 - 07.01.2021 09:00 (CET)","304","4607","256","1190","430","26","n/e","n/e","n/e","202","0","124","671","n/e","3469","90","280","2","24","n/e","31"
"Czech Republic (CZ)","07.01.2021 09:00 - 07.01.2021 10:00 (CET)","308","4591","250","1195","516","28","n/e","n/e","n/e","278","0","124","672","n/e","3473","91","278","16","24","n/e","23"
"Czech Republic (CZ)","07.01.2021 10:00 - 07.01.2021 11:00 (CET)","310","4574","245","1188","548","29","n/e","n/e","n/e","533","0","128","349","n/e","3476","89","275","36","24","n/e","21"
"Czech Republic (CZ)","07.01.2021 11:00 - 07.01.2021 12:00 (CET)","309","4568","236","1186","552","29","n/e","n/e","n/e","521","0","134","134","n/e","3475","91","282","39","24","n/e","25"
"Czech Republic (CZ)","07.01.2021 12:00 - 07.01.2021 13:00 (CET)","309","4553","245","1186","553","29","n/e","n/e","n/e","248","0","134","134","n/e","3476","90","283","38","24","n/e","29"
"Czech Republic (CZ)","07.01.2021 13:00 - 07.01.2021 14:00 (CET)","312","4556","244","1183","556","28","n/e","n/e","n/e","308","0","136","114","n/e","3476","90","283","48","24","n/e","28"
"Czech Republic (CZ)","07.01.2021 14:00 - 07.01.2021 15:00 (CET)","308","4542","245","1184","553","28","n/e","n/e","n/e","314","0","136","112","n/e","3474","91","284","26","24","n/e","30"
"Czech Republic (CZ)","07.01.2021 15:00 - 07.01.2021 16:00 (CET)","308","4542","236","1185","556","29","n/e","n/e","n/e","490","0","136","145","n/e","3472","90","285","7","23","n/e","30"
"Czech Republic (CZ)","07.01.2021 16:00 - 07.01.2021 17:00 (CET)","307","4518","235","1184","552","28","n/e","n/e","n/e","739","0","132","237","n/e","3474","87","285","2","24","n/e","31"
"Czech Republic (CZ)","07.01.2021 17:00 - 07.01.2021 18:00 (CET)","307","4525","238","1186","554","30","n/e","n/e","n/e","261","0","131","374","n/e","3474","88","288","0","24","n/e","35"
"Czech Republic (CZ)","07.01.2021 18:00 - 07.01.2021 19:00 (CET)","306","4542","235","1188","550","28","n/e","n/e","n/e","424","0","132","344","n/e","3473","90","292","0","24","n/e","34"
"Czech Republic (CZ)","07.01.2021 19:00 - 07.01.2021 20:00 (CET)","307","4569","238","1189","555","27","n/e","n/e","n/e","8","0","131","369","n/e","3474","89","290","0","24","n/e","30"
"Czech Republic (CZ)","07.01.2021 20:00 - 07.01.2021 21:00 (CET)","306","4545","236","1184","549","29","n/e","n/e","n/e","0","0","134","309","n/e","3470","87","289","0","24","n/e","33"
"Czech Republic (CZ)","07.01.2021 21:00 - 07.01.2021 22:00 (CET)","307","4502","251","1159","558","30","n/e","n/e","n/e","64","0","138","157","n/e","3471","86","287","0","24","n/e","32"
"Czech Republic (CZ)","07.01.2021 22:00 - 07.01.2021 23:00 (CET)","305","4416","262","1120","552","29","n/e","n/e","n/e","0","0","140","84","n/e","3475","59","279","0","24","n/e","40"
"Czech Republic (CZ)","07.01.2021 23:00 - 08.01.2021 00:00 (CET)","307","4339","278","1122","497","29","n/e","n/e","n/e","0","51","142","76","n/e","3472","56","278","0","23","n/e","45"
"Czech Republic (CZ)","08.01.2021 00:00 - 08.01.2021 01:00 (CET)","307","3805","283","1098","460","30","n/e","n/e","n/e","0","1032","145","21","n/e","3476","52","273","0","24","n/e","35"
"Czech Republic (CZ)","08.01.2021 01:00 - 08.01.2021 02:00 (CET)","307","3732","283","1109","439","30","n/e","n/e","n/e","0","1059","144","20","n/e","3479","52","273","0","23","n/e","31"
"Czech Republic (CZ)","08.01.2021 02:00 - 08.01.2021 03:00 (CET)","307","3671","274","1099","421","28","n/e","n/e","n/e","0","1051","145","20","n/e","3476","53","273","0","23","n/e","31"
"Czech Republic (CZ)","08.01.2021 03:00 - 08.01.2021 04:00 (CET)","308","3660","271","1102","414","29","n/e","n/e","n/e","0","1042","144","20","n/e","3475","53","272","0","23","n/e","33"
"Czech Republic (CZ)","08.01.2021 04:00 - 08.01.2021 05:00 (CET)","310","3675","280","1111","437","28","n/e","n/e","n/e","0","1032","142","20","n/e","3479","54","271","0","23","n/e","34"
"Czech Republic (CZ)","08.01.2021 05:00 - 08.01.2021 06:00 (CET)","310","4136","280","1127","515","29","n/e","n/e","n/e","0","736","140","21","n/e","3477","59","273","0","23","n/e","36"
"Czech Republic (CZ)","08.01.2021 06:00 - 08.01.2021 07:00 (CET)","311","4355","276","1164","543","26","n/e","n/e","n/e","0","5","135","66","n/e","3474","87","283","0","23","n/e","40"
"Czech Republic (CZ)","08.01.2021 07:00 - 08.01.2021 08:00 (CET)","311","4500","280","1182","556","29","n/e","n/e","n/e","0","0","135","94","n/e","3477","90","284","2","23","n/e","40"
"Czech Republic (CZ)","08.01.2021 08:00 - 08.01.2021 09:00 (CET)","312","4585","276","1196","568","30","n/e","n/e","n/e","363","0","128","259","n/e","3475","90","282","5","25","n/e","36"
"Czech Republic (CZ)","08.01.2021 09:00 - 08.01.2021 10:00 (CET)","311","4567","281","1195","550","29","n/e","n/e","n/e","499","0","129","247","n/e","3474","91","283","36","25","n/e","40"
"Czech Republic (CZ)","08.01.2021 10:00 - 08.01.2021 11:00 (CET)","311","4553","280","1190","549","29","n/e","n/e","n/e","743","0","130","329","n/e","3476","90","284","104","25","n/e","38"
"Czech Republic (CZ)","08.01.2021 11:00 - 08.01.2021 12:00 (CET)","310","4531","280","1185","558","29","n/e","n/e","n/e","773","0","130","326","n/e","3475","90","285","174","25","n/e","32"
"Czech Republic (CZ)","08.01.2021 12:00 - 08.01.2021 13:00 (CET)","310","4489","281","1188","555","29","n/e","n/e","n/e","539","0","130","372","n/e","3473","89","288","196","25","n/e","28"
"Czech Republic (CZ)","08.01.2021 13:00 - 08.01.2021 14:00 (CET)","310","4454","276","1183","550","26","n/e","n/e","n/e","388","0","131","347","n/e","3473","90","288","178","25","n/e","31"
"Czech Republic (CZ)","08.01.2021 14:00 - 08.01.2021 15:00 (CET)","293","4455","273","1178","560","22","n/e","n/e","n/e","138","0","133","269","n/e","3480","87","281","140","25","n/e","31"
"Czech Republic (CZ)","08.01.2021 15:00 - 08.01.2021 16:00 (CET)","310","4501","280","1186","547","29","n/e","n/e","n/e","246","0","133","266","n/e","3474","92","286","29","25","n/e","29"
"Czech Republic (CZ)","08.01.2021 16:00 - 08.01.2021 17:00 (CET)","309","4496","268","1189","549","28","n/e","n/e","n/e","228","0","134","307","n/e","3474","94","287","2","25","n/e","26"
"Czech Republic (CZ)","08.01.2021 17:00 - 08.01.2021 18:00 (CET)","311","4563","251","1189","553","30","n/e","n/e","n/e","145","0","136","332","n/e","3474","91","287","0","25","n/e","29"
"Czech Republic (CZ)","08.01.2021 18:00 - 08.01.2021 19:00 (CET)","309","4514","267","1189","549","29","n/e","n/e","n/e","68","0","139","213","n/e","3473","91","289","0","25","n/e","26"
"Czech Republic (CZ)","08.01.2021 19:00 - 08.01.2021 20:00 (CET)","310","4490","267","1187","551","28","n/e","n/e","n/e","0","0","139","206","n/e","3475","91","289","0","25","n/e","27"
"Czech Republic (CZ)","08.01.2021 20:00 - 08.01.2021 21:00 (CET)","308","4494","279","1189","541","28","n/e","n/e","n/e","0","0","142","130","n/e","3474","89","289","0","24","n/e","26"
"Czech Republic (CZ)","08.01.2021 21:00 - 08.01.2021 22:00 (CET)","309","4557","277","1180","554","27","n/e","n/e","n/e","0","0","143","111","n/e","3475","85","288","0","23","n/e","23"
"Czech Republic (CZ)","08.01.2021 22:00 - 08.01.2021 23:00 (CET)","307","4509","281","1150","545","28","n/e","n/e","n/e","0","0","146","72","n/e","3477","61","280","0","24","n/e","23"
"Czech Republic (CZ)","08.01.2021 23:00 - 09.01.2021 00:00 (CET)","307","4266","272","1124","375","29","n/e","n/e","n/e","0","8","148","30","n/e","3474","54","275","0","24","n/e","26"
"Czech Republic (CZ)","09.01.2021 00:00 - 09.01.2021 01:00 (CET)","306","3598","275","536","344","16","n/e","n/e","n/e","0","535","148","36","n/e","3475","50","270","0","23","n/e","22"
"Czech Republic (CZ)","09.01.2021 01:00 - 09.01.2021 02:00 (CET)","305","3754","278","319","351","12","n/e","n/e","n/e","0","639","149","21","n/e","3475","51","271","0","23","n/e","22"
"Czech Republic (CZ)","09.01.2021 02:00 - 09.01.2021 03:00 (CET)","307","3716","278","318","355","12","n/e","n/e","n/e","0","1051","150","17","n/e","3475","53","271","0","23","n/e","23"
"Czech Republic (CZ)","09.01.2021 03:00 - 09.01.2021 04:00 (CET)","309","3688","277","320","349","12","n/e","n/e","n/e","0","1047","151","17","n/e","3473","52","270","0","23","n/e","22"
"Czech Republic (CZ)","09.01.2021 04:00 - 09.01.2021 05:00 (CET)","308","3522","276","320","348","12","n/e","n/e","n/e","0","1037","150","16","n/e","3475","52","271","0","23","n/e","18"
"Czech Republic (CZ)","09.01.2021 05:00 - 09.01.2021 06:00 (CET)","308","3563","265","323","340","12","n/e","n/e","n/e","0","818","150","16","n/e","3472","54","271","0","23","n/e","17"
"Czech Republic (CZ)","09.01.2021 06:00 - 09.01.2021 07:00 (CET)","309","3578","252","346","337","10","n/e","n/e","n/e","0","323","149","24","n/e","3472","78","279","0","23","n/e","18"
"Czech Republic (CZ)","09.01.2021 07:00 - 09.01.2021 08:00 (CET)","310","3873","252","559","351","10","n/e","n/e","n/e","0","5","146","49","n/e","3476","82","280","2","24","n/e","19"
"Czech Republic (CZ)","09.01.2021 08:00 - 09.01.2021 09:00 (CET)","311","3940","250","1115","355","8","n/e","n/e","n/e","0","0","144","83","n/e","3477","82","280","6","24","n/e","27"
"Czech Republic (CZ)","09.01.2021 09:00 - 09.01.2021 10:00 (CET)","310","4035","253","1195","371","9","n/e","n/e","n/e","140","0","141","131","n/e","3476","81","280","42","24","n/e","22"
"Czech Republic (CZ)","09.01.2021 10:00 - 09.01.2021 11:00 (CET)","312","4070","253","1191","385","10","n/e","n/e","n/e","178","0","144","82","n/e","3478","87","285","105","24","n/e","23"
"Czech Republic (CZ)","09.01.2021 11:00 - 09.01.2021 12:00 (CET)","313","4058","253","1179","392","9","n/e","n/e","n/e","484","0","143","76","n/e","3478","89","286","182","24","n/e","26"
"Czech Republic (CZ)","09.01.2021 12:00 - 09.01.2021 13:00 (CET)","310","3941","249","1162","367","7","n/e","n/e","n/e","348","0","142","95","n/e","3478","83","282","210","24","n/e","22"
"Czech Republic (CZ)","09.01.2021 13:00 - 09.01.2021 14:00 (CET)","311","4027","253","1176","373","10","n/e","n/e","n/e","60","0","140","123","n/e","3478","80","282","118","24","n/e","24"
"Czech Republic (CZ)","09.01.2021 14:00 - 09.01.2021 15:00 (CET)","315","4025","254","1145","377","10","n/e","n/e","n/e","56","0","141","117","n/e","3477","81","282","48","24","n/e","19"
"Czech Republic (CZ)","09.01.2021 15:00 - 09.01.2021 16:00 (CET)","316","4068","257","1177","397","10","n/e","n/e","n/e","0","0","138","185","n/e","3476","86","284","11","24","n/e","15"
"Czech Republic (CZ)","09.01.2021 16:00 - 09.01.2021 17:00 (CET)","316","4089","253","1183","398","8","n/e","n/e","n/e","71","0","137","189","n/e","3479","90","285","2","24","n/e","14"
"Czech Republic (CZ)","09.01.2021 17:00 - 09.01.2021 18:00 (CET)","315","4084","254","1190","400","8","n/e","n/e","n/e","307","0","140","127","n/e","3478","89","283","0","24","n/e","13"
"Czech Republic (CZ)","09.01.2021 18:00 - 09.01.2021 19:00 (CET)","316","4123","251","1191","404","10","n/e","n/e","n/e","306","0","141","123","n/e","3480","87","286","0","24","n/e","13"
"Czech Republic (CZ)","09.01.2021 19:00 - 09.01.2021 20:00 (CET)","315","4088","248","1190","402","7","n/e","n/e","n/e","175","0","140","130","n/e","3481","88","287","0","24","n/e","13"
"Czech Republic (CZ)","09.01.2021 20:00 - 09.01.2021 21:00 (CET)","316","4016","248","1187","406","7","n/e","n/e","n/e","2","0","140","120","n/e","3483","80","283","0","23","n/e","11"
"Czech Republic (CZ)","09.01.2021 21:00 - 09.01.2021 22:00 (CET)","311","3999","260","1175","391","9","n/e","n/e","n/e","0","0","144","81","n/e","3483","72","282","0","23","n/e","10"
"Czech Republic (CZ)","09.01.2021 22:00 - 09.01.2021 23:00 (CET)","311","3955","258","565","383","10","n/e","n/e","n/e","0","0","144","74","n/e","3484","53","274","0","23","n/e","9"
"Czech Republic (CZ)","09.01.2021 23:00 - 10.01.2021 00:00 (CET)","310","3823","271","319","360","11","n/e","n/e","n/e","0","0","150","19","n/e","3487","50","272","0","23","n/e","9"
"Czech Republic (CZ)","10.01.2021 00:00 - 10.01.2021 01:00 (CET)","306","3314","248","315","335","9","n/e","n/e","n/e","0","0","151","11","n/e","3485","51","269","0","23","n/e","10"
"Czech Republic (CZ)","10.01.2021 01:00 - 10.01.2021 02:00 (CET)","305","3059","227","315","330","7","n/e","n/e","n/e","0","0","151","11","n/e","3485","52","270","0","23","n/e","11"
"Czech Republic (CZ)","10.01.2021 02:00 - 10.01.2021 03:00 (CET)","306","3066","221","315","330","7","n/e","n/e","n/e","0","0","151","11","n/e","3485","52","269","0","23","n/e","10"
"Czech Republic (CZ)","10.01.2021 03:00 - 10.01.2021 04:00 (CET)","307","3174","222","321","329","7","n/e","n/e","n/e","0","105","151","11","n/e","3485","51","269","0","23","n/e","12"
"Czech Republic (CZ)","10.01.2021 04:00 - 10.01.2021 05:00 (CET)","306","3005","211","321","329","7","n/e","n/e","n/e","0","511","151","11","n/e","3485","52","268","0","23","n/e","11"
"Czech Republic (CZ)","10.01.2021 05:00 - 10.01.2021 06:00 (CET)","305","3143","225","328","332","8","n/e","n/e","n/e","0","411","151","10","n/e","3484","53","269","0","23","n/e","10"
"Czech Republic (CZ)","10.01.2021 06:00 - 10.01.2021 07:00 (CET)","307","3241","243","351","335","8","n/e","n/e","n/e","0","511","149","22","n/e","3485","74","276","0","23","n/e","10"
"Czech Republic (CZ)","10.01.2021 07:00 - 10.01.2021 08:00 (CET)","309","3483","263","351","337","9","n/e","n/e","n/e","30","14","145","47","n/e","3484","77","277","2","24","n/e","9"
"Czech Republic (CZ)","10.01.2021 08:00 - 10.01.2021 09:00 (CET)","308","3754","260","346","324","7","n/e","n/e","n/e","0","0","146","44","n/e","3481","77","278","22","23","n/e","8"
"Czech Republic (CZ)","10.01.2021 09:00 - 10.01.2021 10:00 (CET)","306","3904","254","350","348","8","n/e","n/e","n/e","0","0","146","32","n/e","3481","78","281","104","22","n/e","7"
"Czech Republic (CZ)","10.01.2021 10:00 - 10.01.2021 11:00 (CET)","306","3979","252","350","356","8","n/e","n/e","n/e","101","0","141","85","n/e","3483","80","282","252","24","n/e","6"
"Czech Republic (CZ)","10.01.2021 11:00 - 10.01.2021 12:00 (CET)","306","3974","251","346","377","7","n/e","n/e","n/e","396","0","143","82","n/e","3480","81","283","331","24","n/e","6"
"Czech Republic (CZ)","10.01.2021 12:00 - 10.01.2021 13:00 (CET)","306","3908","251","344","374","9","n/e","n/e","n/e","4","0","148","26","n/e","3478","78","282","296","24","n/e","7"
"Czech Republic (CZ)","10.01.2021 13:00 - 10.01.2021 14:00 (CET)","307","3948","252","342","353","8","n/e","n/e","n/e","0","0","149","25","n/e","3481","75","279","250","24","n/e","6"
"Czech Republic (CZ)","10.01.2021 14:00 - 10.01.2021 15:00 (CET)","307","3821","240","339","345","7","n/e","n/e","n/e","0","0","147","28","n/e","3478","75","279","169","24","n/e","7"
"Czech Republic (CZ)","10.01.2021 15:00 - 10.01.2021 16:00 (CET)","307","3835","242","345","346","7","n/e","n/e","n/e","0","0","146","29","n/e","3476","83","283","51","24","n/e","6"
"Czech Republic (CZ)","10.01.2021 16:00 - 10.01.2021 17:00 (CET)","308","4044","244","351","368","7","n/e","n/e","n/e","294","0","141","104","n/e","3480","85","283","3","24","n/e","7"
"Czech Republic (CZ)","10.01.2021 17:00 - 10.01.2021 18:00 (CET)","308","4067","253","361","395","7","n/e","n/e","n/e","141","0","134","449","n/e","3481","86","284","0","24","n/e","6"
"Czech Republic (CZ)","10.01.2021 18:00 - 10.01.2021 19:00 (CET)","308","3999","253","362","400","8","n/e","n/e","n/e","71","0","137","465","n/e","3479","85","286","0","24","n/e","7"
"Czech Republic (CZ)","10.01.2021 19:00 - 10.01.2021 20:00 (CET)","307","3968","252","363","398","7","n/e","n/e","n/e","0","0","138","261","n/e","3482","85","286","0","23","n/e","7"
"Czech Republic (CZ)","10.01.2021 20:00 - 10.01.2021 21:00 (CET)","307","4091","254","360","384","9","n/e","n/e","n/e","0","0","140","191","n/e","3483","80","286","0","23","n/e","7"
"Czech Republic (CZ)","10.01.2021 21:00 - 10.01.2021 22:00 (CET)","308","3943","254","350","361","11","n/e","n/e","n/e","0","0","148","28","n/e","3479","72","282","0","24","n/e","8"
